id	name	formula	similarity	smiles	inchi	inchikey2D	score	xlogp	links
2305	null	C21H32O7	0.3900051183543391	CCCCCC(=O)C=CC1C(C(=O)C(C1O)C(=O)O)CCCCCCC(=O)O	InChI=1S/C21H32O7/c1-2-3-6-9-14(22)12-13-16-15(10-7-4-5-8-11-17(23)24)19(25)18(20(16)26)21(27)28/h12-13,15-16,18,20,26H,2-11H2,1H3,(H,23,24)(H,27,28)	NQVJEMRKSHSJIA	-297.22766870050634	3.18711829	KEGG Mine:(null)
2306	null	C17H28O3	0.37137742652905886	CC(=O)C1(CC1)CCCCCCCCC2(CC2)C(=O)O	InChI=1S/C17H28O3/c1-14(18)16(10-11-16)8-6-4-2-3-5-7-9-17(12-13-17)15(19)20/h2-13H2,1H3,(H,19,20)	GLGQQDCZIBMPKW	-153.22120555364052	4.0	PubChem:(66803753)
2307	null	C22H38N2O9	0.419188304765305	CCCCCCCC(=O)N(CCCC(=O)CC(CC(=O)CCCN(C(=O)C)O)(C(=O)O)O)O	InChI=1S/C22H38N2O9/c1-3-4-5-6-7-12-20(28)24(33)14-9-11-19(27)16-22(31,21(29)30)15-18(26)10-8-13-23(32)17(2)25/h31-33H,3-16H2,1-2H3,(H,29,30)	YUOKDICFQCHHIO	-363.782535533067	-0.100000001	PubChem:(122377044)
2308	null	C30H34O16	0.45650911301395325	CC1C(C(C(C(O1)COC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)O)OC5C(C(C(C(O5)COC(=O)C)O)O)O	InChI=1S/C30H34O16/c1-11-27(46-30-26(40)24(38)21(35)19(45-30)9-41-12(2)31)25(39)22(36)18(43-11)10-42-29-23(37)20-16(34)7-15(33)8-17(20)44-28(29)13-3-5-14(32)6-4-13/h3-8,11,18-19,21-22,24-27,30,32-36,38-40H,9-10H2,1-2H3	FGBBNGLAOSZIHL	-263.2041802331751	-0.638396978	SuperNatural:(SN00167814); COCONUT:(CNP0169341)
2309	Loganin pentaacetate	C27H36O15	0.45225121980700494	CC1C(CC2C1C(OC=C2C(=O)OC)OC3C(C(C(C(O3)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C	InChI=1S/C27H36O15/c1-11-19(37-13(3)29)8-17-18(25(33)34-7)9-36-26(21(11)17)42-27-24(40-16(6)32)23(39-15(5)31)22(38-14(4)30)20(41-27)10-35-12(2)28/h9,11,17,19-24,26-27H,8,10H2,1-7H3	AEJMLRVPTZEQEF	-218.3094404984523	0.899999976	PubChem:(598308, 443344, 2752071, 11887224, 11887225, 11887226, 11887227, 91725387, 101021460, 101021461, 124528014, 124767615, 124767616, 124767617); CHEBI:(6514); KEGG:(C11663); ZINC bio:(ZINC04268369, ZINC04268370, ZINC04268371, ZINC04268372); Natural Products:(UNPD14582, UNPD178143); SuperNatural:(SN00382703, SN00130070, SN00130071, SN00276567, SN00130069, SN00130068); COCONUT:(CNP0239743)
2310	null	C20H23N5O9	0.39222009073524394	CN1C2=NC(=O)N(C(=O)C2=NC(=N1)C3=CC(=C(C=C3)OC4C(C(C(C(O4)CO)O)O)O)OC)C	InChI=1S/C20H23N5O9/c1-24-18(30)12-17(22-20(24)31)25(2)23-16(21-12)8-4-5-9(10(6-8)32-3)33-19-15(29)14(28)13(27)11(7-26)34-19/h4-6,11,13-15,19,26-29H,7H2,1-3H3	WSENOWFCQGTNMI	-334.87918158589355	-1.20000005	PubChem:(102085400)
2311	null	C33H46O19	0.48034031080954825	CC1C(CC2C1C(OC=C2C(=O)OC)OC3C(C(C(C(O3)CO)O)O)O)OC(=O)C4=COC(C(C4CC=O)C=C)OC5C(C(C(C(O5)CO)O)O)O	InChI=1S/C33H46O19/c1-4-13-14(5-6-34)16(10-46-30(13)51-32-26(41)24(39)22(37)19(8-35)49-32)29(44)48-18-7-15-17(28(43)45-3)11-47-31(21(15)12(18)2)52-33-27(42)25(40)23(38)20(9-36)50-33/h4,6,10-15,18-27,30-33,35-42H,1,5,7-9H2,2-3H3	GXXXVFMBJGIYPK	-338.3407912984999	-2.5	PubChem:(12302406, 101614437); KNApSAcK:(10743); Natural Products:(UNPD123767, UNPD131276); COCONUT:(CNP0189580)
2312	null	C21H28O12	0.5257691796254257	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC(=O)C=CC3=CC=C(C=C3)O)O)O)O)O)O)O	InChI=1S/C21H28O12/c1-9-14(24)16(26)18(28)20(31-9)30-8-12-15(25)17(27)19(29)21(32-12)33-13(23)7-4-10-2-5-11(22)6-3-10/h2-7,9,12,14-22,24-29H,8H2,1H3	JLJZYIHYERFTEY	-202.1072446314361	-1.23385692	Natural Products:(UNPD77988, UNPD98128); SuperNatural:(SN00335464); COCONUT:(CNP0317938)
2313	null	C35H39NO16	0.39076950242740777	CC1=CC(=CC(=C1C(=O)NC(C)C(=O)O)O)OC(=O)C2=C(C=C(C=C2C)OC(=O)C3=C(C=C(C=C3C)OC)OC)OC4C(C(C(C(O4)CO)O)O)O	InChI=1S/C35H39NO16/c1-14-8-19(10-21(38)25(14)31(42)36-17(4)32(43)44)49-34(46)27-16(3)9-20(50-33(45)26-15(2)7-18(47-5)11-22(26)48-6)12-23(27)51-35-30(41)29(40)28(39)24(13-37)52-35/h7-12,17,24,28-30,35,37-41H,13H2,1-6H3,(H,36,42)(H,43,44)	URBFANMWRODMRT	-482.62425716070135	3.0999999	PubChem:(24096397, 44818620, 95223153, 139588003); ZINC bio:(ZINC67903079, ZINC67903082); SuperNatural:(SN00039792, SN00039793); COCONUT:(CNP0053423, CNP0393087); additional:(null); Training Set:(null)
2314	cepharosporolides C	C10H16O5	0.4896987401305647	CC1CCC(=O)CC(C(CC(=O)O1)O)O	InChI=1S/C10H16O5/c1-6-2-3-7(11)4-8(12)9(13)5-10(14)15-6/h6,8-9,12-13H,2-5H2,1H3	JTOYXZZLKBAIEJ	-160.1077713516617	-0.899999976	PubChem:(10036241, 20055810, 21630881, 44575720, 73657095, 92448158, 92471631, 124350804); MeSH:(10036241, 21630881); Natural Products:(UNPD102383, UNPD116667); SuperNatural:(SN00351263, SN00350001); COCONUT:(CNP0221446); PubMed:(null)
2315	null	C25H36N2O11	0.4882495274486065	COC(=O)C1C(C(C(OC1N)OC2C(C(C(C(O2)CO)O)O)O)C=C)CC3C4=CC(=C(C=C4CCN3)O)O	InChI=1S/C25H36N2O11/c1-3-11-13(7-14-12-8-16(30)15(29)6-10(12)4-5-27-14)18(23(34)35-2)22(26)37-24(11)38-25-21(33)20(32)19(31)17(9-28)36-25/h3,6,8,11,13-14,17-22,24-25,27-33H,1,4-5,7,9,26H2,2H3	MGKGKEODNUTKJG	-354.8926498339268	-1.11704326	KEGG Mine:(null)
2316	null	C31H34O12	0.4764861668476579	CC1C(CCC(O1)OC23C(=O)CC(CC2(C=CC4=C3C(=O)C5=C(C4=O)C(=C(C=C5)C6CC(=C(C(O6)C)O)O)O)O)(C)O)O	InChI=1S/C31H34O12/c1-13-18(32)6-7-22(42-13)43-31-21(34)11-29(3,39)12-30(31,40)9-8-17-24(31)28(38)16-5-4-15(26(36)23(16)27(17)37)20-10-19(33)25(35)14(2)41-20/h4-5,8-9,13-14,18,20,22,32-33,35-36,39-40H,6-7,10-12H2,1-3H3	WZIXMDVBERTQGZ	-422.28208413309073	0.972678304	KEGG Mine:(null)
2317	Averantin	C20H20O7	0.5244264699365795	CCCCCC(C1=C(C=C2C(=C1O)C(=O)C3=C(C2=O)C=C(C=C3O)O)O)O	InChI=1S/C20H20O7/c1-2-3-4-5-12(22)17-14(24)8-11-16(20(17)27)19(26)15-10(18(11)25)6-9(21)7-13(15)23/h6-8,12,21-24,27H,2-5H2,1H3	WGPOPPKSQRZUTP	-263.28026776880984	4.0	PubChem:(22049, 10044783, 25202729, 86289403, 92267076, 134820196); MeSH:(22049, 10044783); CHEBI:(77899, 71534, 64522); KEGG:(C20499); Biocyc:(CPD-10163, CPD-21294); Natural Products:(UNPD6290); SuperNatural:(SN00255716); COCONUT:(CNP0269863); additional:(null); Training Set:(null); PubMed:(null)
2318	null	C19H18O7	0.3513032647822201	COC1=CC(=CC(=C1)C2=C(C(=O)C3=C(O2)C=C(C=C3OC)OC)O)OC	InChI=1S/C19H18O7/c1-22-11-5-10(6-12(7-11)23-2)19-18(21)17(20)16-14(25-4)8-13(24-3)9-15(16)26-19/h5-9,21H,1-4H3	MMGYKRDTEHHKBJ	-233.61990418892833	3.00589705	PubChem:(25216194)
2319	(3S,6S)-2-(hydroxymethyl)-6-[(3Z,5E)-8-[(2R,4S,5R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyocta-3,5-dienoxy]oxane-3,4,5-triol	C20H34O12	0.5156646220637229	C(COC1C(C(C(C(O1)CO)O)O)O)C=CC=CCCOC2C(C(C(C(O2)CO)O)O)O	InChI=1S/C20H34O12/c21-9-11-13(23)15(25)17(27)19(31-11)29-7-5-3-1-2-4-6-8-30-20-18(28)16(26)14(24)12(10-22)32-20/h1-4,11-28H,5-10H2	BDYREKMJOQGJRW	-170.03276415239415	-2.5	PubChem:(59760910, 89247048, 91072193)
2320	null	C9H18O5	0.4066699499320782	CC(C)OCCOC(COC)C(=O)O	InChI=1S/C9H18O5/c1-7(2)13-4-5-14-8(6-12-3)9(10)11/h7-8H,4-6H2,1-3H3,(H,10,11)	UFROHBUSQHMABM	-117.42513565324167	0.200000003	PubChem:(103223987)
2321	null	C18H26O13	0.6157827022047567	COC(=O)C1C2C(C(C1O)O)C(=COC2OC3C(C(C(C(O3)CO)O)O)O)C(=O)OC	InChI=1S/C18H26O13/c1-27-15(25)5-4-29-17(8-7(5)11(21)12(22)9(8)16(26)28-2)31-18-14(24)13(23)10(20)6(3-19)30-18/h4,6-14,17-24H,3H2,1-2H3	BSLDUMMCFUUGHA	-149.18250984681188	-2.70000005	PubChem:(11004866, 45360282, 95224502); KNApSAcK:(37534); ZINC bio:(ZINC67912146, ZINC67912147); Natural Products:(UNPD178482); SuperNatural:(SN00040717, SN00040716); COCONUT:(CNP0120817); additional:(null)
2322	null	C34H46O19	0.5484714179632447	COC1=CC(=CC(=C1OC2C(C(C(C(O2)CO)O)O)O)OC)C3C4COC(C4CO3)C5=CC(=C(C(=C5)OCO)OC6C(C(C(C(O6)CO)O)O)O)OC	InChI=1S/C34H46O19/c1-44-17-4-13(5-18(45-2)31(17)52-33-27(42)25(40)23(38)21(8-35)50-33)29-15-10-48-30(16(15)11-47-29)14-6-19(46-3)32(20(7-14)49-12-37)53-34-28(43)26(41)24(39)22(9-36)51-34/h4-7,15-16,21-30,33-43H,8-12H2,1-3H3	IDOPOUCTYFPYLV	-202.80554594519097	-1.59386551	KEGG Mine:(null)
2323	null	C37H46O17	0.5096526219035336	COC1=CC(=CC(=C1O)OC)C2C(C(CC3=CC(=C(C(=C23)OC)O)OC)COC(=O)C4=CC(=C(C(=C4)OC)O)OC)COC5C(C(C(C(O5)CO)O)O)O	InChI=1S/C37H46O17/c1-46-21-9-17(10-22(47-2)29(21)39)27-20(15-53-37-34(44)33(43)31(41)26(13-38)54-37)19(7-16-8-25(50-5)32(42)35(51-6)28(16)27)14-52-36(45)18-11-23(48-3)30(40)24(12-18)49-4/h8-12,19-20,26-27,31,33-34,37-44H,7,13-15H2,1-6H3	GNRCRGAICPAPOH	-389.7729418084546	2.20000005	PubChem:(11170190); Natural Products:(UNPD59280); SuperNatural:(SN00393473); COCONUT:(CNP0192095)
2324	null	C26H36O14	0.4385245684128259	CC1C(CC2C1C(OC=C2C(=O)OC)OC3C(C(C(C(O3)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC	InChI=1S/C26H36O14/c1-11-18(32-6)8-16-17(24(31)33-7)9-35-25(20(11)16)40-26-23(38-15(5)30)22(37-14(4)29)21(36-13(3)28)19(39-26)10-34-12(2)27/h9,11,16,18-23,25-26H,8,10H2,1-7H3	WFUVOYMOSPWAQI	-229.1291252839548	0.584801137	KEGG Mine:(null)
2325	null	C14H22N2O9S	0.2210916140878494	CC1=CC(=O)N(S(=O)(=O)N1COCCOC(=O)C)COCCOC(=O)C	InChI=1S/C14H22N2O9S/c1-11-8-14(19)16(10-23-5-7-25-13(3)18)26(20,21)15(11)9-22-4-6-24-12(2)17/h8H,4-7,9-10H2,1-3H3	ANGLJBMNCJHARP	-471.45942401890704	-0.899999976	PubChem:(10960212)
2327	null	C10H17N6O8P	0.3972482720844001	C1=NC2C(=O)NC(=NC2(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N)N	InChI=1S/C10H17N6O8P/c11-9-14-7(19)6-10(12,15-9)16(2-13-6)8-5(18)4(17)3(24-8)1-23-25(20,21)22/h2-6,8,17-18H,1,12H2,(H2,20,21,22)(H3,11,14,15,19)	RMCLOQHIKSPYEQ	-359.87388317716614	-4.90445995	YMDB Mine:(null); KEGG Mine:(null)
2328	null	C7H14O5	0.4960581902463975	CC(CCC(C(C(=O)O)O)O)O	InChI=1S/C7H14O5/c1-4(8)2-3-5(9)6(10)7(11)12/h4-6,8-10H,2-3H2,1H3,(H,11,12)	NLHAAPJKFQHMPR	-83.84308754083682	-1.0	PubChem:(117979187)
2329	null	C16H26O6	0.15966021727037844	C#CCOCCOCCOCCOCCOCCOCC#C	InChI=1S/C16H26O6/c1-3-5-17-7-9-19-11-13-21-15-16-22-14-12-20-10-8-18-6-4-2/h1-2H,5-16H2	UDOWAMKIEUIBMU	-163.28364960888302	-0.400000006	PubChem:(10805212)
2330	null	C13H14O7	0.37108411232641486	CCC1C2C(C(O1)CC3CC(=O)OC3=O)C(=O)OC2=O	InChI=1S/C13H14O7/c1-2-6-9-10(13(17)20-12(9)16)7(18-6)3-5-4-8(14)19-11(5)15/h5-7,9-10H,2-4H2,1H3	QCCIYLCXBRHJJX	-278.40349062921825	0.0	PubChem:(10076898)
2331	1-[(1-carboxycyclohexyl)methyl]cyclohexane-1-carboxylic acid	C15H24O4	0.41164399289464065	C1CCC(CC1)(CC2(CCCCC2)C(=O)O)C(=O)O	InChI=1S/C15H24O4/c16-12(17)14(7-3-1-4-8-14)11-15(13(18)19)9-5-2-6-10-15/h1-11H2,(H,16,17)(H,18,19)	AKQPXMWOXJEUMD	-178.4519354258408	3.5	PubChem:(22407740)
2332	null	C27H30O9	0.4388353497392573	C1C(C(C(C(C1C#CC2=CC3=C(C=C2)C=CC(=C3)C#CC4C(C(C(C(O4)CO)O)O)O)O)O)O)CO	InChI=1S/C27H30O9/c28-12-19-11-17(22(30)26(34)23(19)31)7-3-14-1-5-16-6-2-15(10-18(16)9-14)4-8-20-24(32)27(35)25(33)21(13-29)36-20/h1-2,5-6,9-10,17,19-35H,11-13H2	COBWUGDXNPSGLH	-330.6619569900244	0.0	PubChem:(138533322)
2333	null	C24H38O8	0.39389888156214425	C(CCCCCC(=O)OC(=O)CCCCC=O)CCCCC(=O)OC(=O)CCCCC=O	InChI=1S/C24H38O8/c25-19-13-7-11-17-23(29)31-21(27)15-9-5-3-1-2-4-6-10-16-22(28)32-24(30)18-12-8-14-20-26/h19-20H,1-18H2	SWXQPZAQLWBVMO	-184.87917857150646	3.5999999	PubChem:(57274603)
2334	Oprea1_272173	C14H26N4O8S2	0.25332425009987974	CCN1C2C(N(S1(=O)=O)CC)OC3C(O2)OC4C(O3)N(S(=O)(=O)N4CC)CC	InChI=1S/C14H26N4O8S2/c1-5-15-9-10(16(6-2)27(15,19)20)24-14-13(23-9)25-11-12(26-14)18(8-4)28(21,22)17(11)7-3/h9-14H,5-8H2,1-4H3	NVYZRGJDCTVFCD	-359.882826468876	-0.400000006	PubChem:(1255315, 3132064, 25728013, 40621132, 124831207, 124831208, 124831209); PubMed:(null)
2335	null	C20H28N4O12S	0.3721224561587719	C1=CC(=CC=C1C2=CN(N=N2)C3C(C(C(C(O3)CO)OC4C(C(C(C(O4)CO)O)O)O)O)O)S(=O)(=O)N	InChI=1S/C20H28N4O12S/c21-37(32,33)9-3-1-8(2-4-9)10-5-24(23-22-10)19-16(30)15(29)18(12(7-26)34-19)36-20-17(31)14(28)13(27)11(6-25)35-20/h1-5,11-20,25-31H,6-7H2,(H2,21,32,33)	AVCROWIPQIVITK	-397.7717060681946	-4.5	PubChem:(24823480); PubMed:(null)
2337	null	C13H22O12	0.6608498455074499	COC(=O)C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O	InChI=1S/C13H22O12/c1-22-11(21)10-7(18)6(17)9(20)13(24-10)25-12-8(19)5(16)4(15)3(2-14)23-12/h3-10,12-20H,2H2,1H3	CYRBLQITUVJHSK	-101.87943186100958	-3.5999999	PubChem:(101844621)
2338	null	C19H24O12	0.3405671151336225	CC1COC2C1OCC2OC(=O)CC(=O)OC3COC4C3OCC4OC(=O)CC(=O)O	InChI=1S/C19H24O12/c1-8-4-25-17-9(5-26-16(8)17)30-14(23)3-15(24)31-11-7-28-18-10(6-27-19(11)18)29-13(22)2-12(20)21/h8-11,16-19H,2-7H2,1H3,(H,20,21)	MXYNITBWRCAOPD	-263.306904989753	-0.5	PubChem:(122693355)
2339	6-Oxoundecanedioicacid	C11H18O5	0.4971114973431295	C(CCC(=O)O)CC(=O)CCCCC(=O)O	InChI=1S/C11H18O5/c12-9(5-1-3-7-10(13)14)6-2-4-8-11(15)16/h1-8H2,(H,13,14)(H,15,16)	YZHMDWJIJMFCHQ	-85.83724216828821	1.35474181	PubChem:(10633211)
2340	null	C10H16O6S3	0.291546719563301	C=CCS(=O)CC1C(OS(=O)(=O)O1)CS(=O)CC=C	InChI=1S/C10H16O6S3/c1-3-5-17(11)7-9-10(8-18(12)6-4-2)16-19(13,14)15-9/h3-4,9-10H,1-2,5-8H2	QJNOZFPGWQBKCC	-319.92686463983523	-0.699999988	PubChem:(89314003)
2341	null	C14H26N6O7S	0.3212195061657319	CCC(C)C(C1=NN=C(O1)C(CCC(=O)N)NS(=O)(=O)NC(CO)C(=O)O)N	InChI=1S/C14H26N6O7S/c1-3-7(2)11(16)13-18-17-12(27-13)8(4-5-10(15)22)19-28(25,26)20-9(6-21)14(23)24/h7-9,11,19-21H,3-6,16H2,1-2H3,(H2,15,22)(H,23,24)	PJCWCXLEDFWEHY	-412.0041478983375	-5.0999999	PubChem:(122535610)
2342	null	C25H24O13	0.4740129672613893	COC1=CC(=C2C(=C1)OC=C(C2=O)C3=CC=C(C=C3)OC4C(C(C(C(O4)COC(=O)CC(=O)O)O)O)O)O	InChI=1S/C25H24O13/c1-34-13-6-15(26)20-16(7-13)35-9-14(21(20)30)11-2-4-12(5-3-11)37-25-24(33)23(32)22(31)17(38-25)10-36-19(29)8-18(27)28/h2-7,9,17,22-26,31-33H,8,10H2,1H3,(H,27,28)	RSPQQLVFSYOSOU	-299.0112874866762	0.899999976	PubChem:(101010453)
2343	null	C20H22O7	0.4513755397742204	CCC1=C2C(=CC(=C(C2=C(C3=C1C(=CC(=C3O)CO)CO)O)O)CO)CO	InChI=1S/C20H22O7/c1-2-13-14-9(5-21)3-11(7-23)18(25)16(14)20(27)17-15(13)10(6-22)4-12(8-24)19(17)26/h3-4,21-27H,2,5-8H2,1H3	JYENOFFZPPXWOL	-239.375053045026	1.70000005	PubChem:(89630266)
2344	null	C20H34O6	0.34636260101230926	CCCCCC(C=CC(C(CC=CCC=CCCC(C(=O)O)O)O)O)O	InChI=1S/C20H34O6/c1-2-3-8-11-16(21)14-15-18(23)17(22)12-9-6-4-5-7-10-13-19(24)20(25)26/h5-7,9,14-19,21-24H,2-4,8,10-13H2,1H3,(H,25,26)	UJLFWEUSCHURFT	-203.76017284931922	3.29025602	KEGG Mine:(null)
2345	null	C35H36O11	0.3052935878890654	CC1=C(C=CC(=C1)OC(=O)C2=CC=C(C=C2)OCCCCOOC(=O)C=C)OC(=O)C3=CC=C(C=C3)OCCCCOC(=O)C=C	InChI=1S/C35H36O11/c1-4-32(36)42-22-7-6-20-40-29-16-12-27(13-17-29)35(39)45-31-19-18-30(24-25(31)3)44-34(38)26-10-14-28(15-11-26)41-21-8-9-23-43-46-33(37)5-2/h4-5,10-19,24H,1-2,6-9,20-23H2,3H3	PXSDMNBZVOYXLX	-257.5478097901825	7.5	PubChem:(137394835)
2346	null	C23H32O16	0.41044558606515924	CC(=O)OCC1C(C(C(C(O1)OC2C(C(COC2O)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C	InChI=1S/C23H32O16/c1-9(24)31-7-16-17(34-11(3)26)19(36-13(5)28)21(37-14(6)29)23(38-16)39-20-18(35-12(4)27)15(33-10(2)25)8-32-22(20)30/h15-23,30H,7-8H2,1-6H3	WJICCHAZRQGIED	-200.52242675478763	-1.20000005	PubChem:(10897042)
2347	null	C9H10N4O2S	0.401227389273461	CC1=C(C=NN1C2=CC=NC=C2)S(=O)(=O)N	InChI=1S/C9H10N4O2S/c1-7-9(16(10,14)15)6-12-13(7)8-2-4-11-5-3-8/h2-6H,1H3,(H2,10,14,15)	PCBOQVSZFMQJCJ	-154.06267972368263	-0.200000003	PubChem:(61564415)
2348	null	C21H28N12O8S	0.45701378617251254	CC1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)CO)NS(=O)(=O)NCC4C(CC(O4)N5C=NC6=C5N=C(NC6=O)N)O	InChI=1S/C21H28N12O8S/c1-7-12(10(4-34)41-19(7)33-6-25-14-16(33)28-21(23)30-18(14)37)31-42(38,39)26-3-9-8(35)2-11(40-9)32-5-24-13-15(32)27-20(22)29-17(13)36/h5-12,19,26,31,34-35H,2-4H2,1H3,(H3,22,27,29,36)(H3,23,28,30,37)	XEIBTOIUOGUVAI	-375.896151975654	-3.0999999	PubChem:(137213073)
2349	null	C20H30O11	0.6408786891842092	CC1C(C(C(C(O1)OC2C(C(C(OC2OCCC3=CC=C(C=C3)O)CO)O)O)O)O)O	InChI=1S/C20H30O11/c1-9-13(23)15(25)17(27)19(29-9)31-18-16(26)14(24)12(8-21)30-20(18)28-7-6-10-2-4-11(22)5-3-10/h2-5,9,12-27H,6-8H2,1H3	BMZAMCOQJLZXCY	-86.89511384176873	-1.5	PubChem:(129626611, 131752590); HMDB:(39253); CHEBI:(134473); COCONUT:(CNP0081828); PubChem class - bio and metabolites:(null)
2350	L-Leucate	C6H12O3	0.6231330383262617	CC(C)CC(C(=O)O)O	InChI=1S/C6H12O3/c1-4(2)3-5(7)6(8)9/h4-5,7H,3H2,1-2H3,(H,8,9)	LVRFTAZAXQPQHI	-58.898405280182715	0.899999976	PubChem:(83697, 92779, 439960, 6951541, 6951542, 21918177, 139025357); MeSH:(92779); HMDB:(624, 665, 746); CHEBI:(133577, 55535, 59783, 44510, 55534); KEGG:(C03264); Biocyc:(CPD-17492); ZINC bio:(ZINC00407031, ZINC00407032); Natural Products:(UNPD143066, UNPD49934); YMDB:(2318); NORMAN:(NS00022242); SuperNatural:(SN00385975, SN00259184); COCONUT:(CNP0082806, CNP0270190); PubChem class - food:(null); additional:(null); PubMed:(null); PubChem class - bio and metabolites:(null); EcoCyc Mine:(null); PubChem class - safety and toxic:(null); Training Set:(null)
2351	null	C11H12O6	0.3544043653315703	COC1=C(C=C(C(=C1)O)C(=O)OC)C(=O)OC	InChI=1S/C11H12O6/c1-15-9-5-8(12)6(10(13)16-2)4-7(9)11(14)17-3/h4-5,12H,1-3H3	XAAPNCWAFKLBRD	-253.5285163657925	1.79999995	PubChem:(117064155)
2352	null	C15H20O9	0.6143479574744435	C1=COC(C2C1=C(C=C2CO)O)OC3C(C(C(C(O3)CO)O)O)O	InChI=1S/C15H20O9/c16-4-6-3-8(18)7-1-2-22-14(10(6)7)24-15-13(21)12(20)11(19)9(5-17)23-15/h1-3,9-21H,4-5H2	QXQHZIANLFZCOH	-153.68257900210546	-1.94925439	KEGG Mine:(null)
2353	null	C22H38O15	0.46823680332651274	CCCC(=O)OC(COC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)O)COC(=O)CC	InChI=1S/C22H38O15/c1-3-5-14(25)35-10(7-32-13(24)4-2)8-33-21-20(31)18(29)16(27)12(37-21)9-34-22-19(30)17(28)15(26)11(6-23)36-22/h10-12,15-23,26-31H,3-9H2,1-2H3	UBLQHXYBPDAIIV	-187.76636509249758	-3.0999999	PubChem:(138269189)
2354	null	C14H18O9S	0.25156885273861346	CC(=O)OC1C2C(SC(O2)C(C1OC(=O)C)OC(=O)C)OC(=O)C	InChI=1S/C14H18O9S/c1-5(15)19-9-10(20-6(2)16)12-13(22-8(4)18)24-14(23-12)11(9)21-7(3)17/h9-14H,1-4H3	LRJZWZWMBLJUQP	-264.9223865904384	0.400000006	PubChem:(101063862)
2355	null	C22H29N5O13	0.33303235080711846	C1CCN(C(=O)C(C1)NC(=O)C2=CC(C(C(O2)OC(C3C(C(C(O3)N4C=CC(=O)NC4=O)O)O)C(=O)N)O)O)O	InChI=1S/C22H29N5O13/c23-17(33)16(15-13(31)14(32)20(39-15)26-6-4-11(29)25-22(26)36)40-21-12(30)9(28)7-10(38-21)18(34)24-8-3-1-2-5-27(37)19(8)35/h4,6-9,12-16,20-21,28,30-32,37H,1-3,5H2,(H2,23,33)(H,24,34)(H,25,29,36)	QBZDQCQSUHHDFI	-584.1898104964977	-4.9000001	PubChem:(117918790, 123238719)
2356	null	C16H32O4	0.4144212575511845	CCCCCOCCOCCCCCCCCC(=O)O	InChI=1S/C16H32O4/c1-2-3-9-12-19-14-15-20-13-10-7-5-4-6-8-11-16(17)18/h2-15H2,1H3,(H,17,18)	SXGSXRXDRYGJJY	-137.91423468011962	3.9000001	PubChem:(87265197)
2357	Oprea1_234180	C8H6O4	0.5050457312902796	C1=CC(=C(C(=C1)C(=O)O)O)C=O	InChI=1S/C8H6O4/c9-4-5-2-1-3-6(7(5)10)8(11)12/h1-4,10H,(H,11,12)	YOEUNKPREOJHBW	-129.87936934144963	0.627145886	PubChem:(69117, 54675817); MeSH:(69117); CHEBI:(34334); KEGG:(C14096); ZINC bio:(ZINC00507925); PubChem class - bio and metabolites:(null); PubChem class - safety and toxic:(null); Training Set:(null); PubMed:(null)
2358	null	C7H14O5	0.49520053723510166	CC(CCC(C(C(=O)O)O)O)O	InChI=1S/C7H14O5/c1-4(8)2-3-5(9)6(10)7(11)12/h4-6,8-10H,2-3H2,1H3,(H,11,12)	NLHAAPJKFQHMPR	-106.31419966537334	-1.0	PubChem:(117979187)
2359	null	C29H27N9O5S	0.43876945810094553	CC1=NN(C(=C1C=NNC2=NC3=CC=CC=C3NC2=O)N4CCN(CC4)S(=O)(=O)C5=CC=CC=C5[N+](=O)[O-])C6=CC=CC=C6	InChI=1S/C29H27N9O5S/c1-20-22(19-30-33-27-28(39)32-24-12-6-5-11-23(24)31-27)29(37(34-20)21-9-3-2-4-10-21)35-15-17-36(18-16-35)44(42,43)26-14-8-7-13-25(26)38(40)41/h2-14,19H,15-18H2,1H3,(H,31,33)(H,32,39)	DWNJEAVGCRXUQS	-296.81606105178207	3.4000001	PubChem:(118711241); PubMed:(null)
2360	null	C12H17NO4	0.32621505732660444	C=CCC(CCCC#N)CC(C(=O)O)C(=O)O	InChI=1S/C12H17NO4/c1-2-5-9(6-3-4-7-13)8-10(11(14)15)12(16)17/h2,9-10H,1,3-6,8H2,(H,14,15)(H,16,17)	RZHFPVODBGDTMX	-256.6868042606412	1.79999995	PubChem:(88503784)
